"GEOID","NAME","variable","estimate","moe","pct100","pct149","pct150","universe","white","black","asian","hispuniverse","hisp","pctWht","pctBlk","pctAsn","pctHisp","pluWht","pluBlk","pluAsn","pluHisp","loginc","pctOwn","medAge","logHousVal","thouHousVal","medRent","logMedRent"
"13245010712","Census Tract 107.12, Richmond County, Georgia","B01001_001",8639,881,12.9977876106195,2.68252212389381,84.3196902654867,8639,1024,6955,129,8639,301,0.118532237527492,0.805070031253617,0.0149322838291469,0.0348419956013427,0,1,0,0,10.1088743822611,76.2012864169504,27,11.8174646544884,135.6,1071,6.97634807044775
"13245010800","Census Tract 108, Richmond County, Georgia","B01001_001",8046,669,3.78681626928471,13.9551192145863,82.258064516129,8046,4406,2182,224,8046,1524,0.547601292567735,0.271190653740989,0.0278399204573701,0.189410887397465,1,0,0,0,9.99879773234045,0.81008100810081,25,NA,NA,1200,7.09007683577609
"13245010903","Census Tract 109.03, Richmond County, Georgia","B01001_001",5064,370,8.68055555555556,5.55555555555556,85.7638888888889,5064,3451,1337,7,5064,353,0.681477093206951,0.264020537124803,0.00138230647709321,0.0697077409162717,1,0,0,0,10.0652662080988,75.7593805836808,27,11.6386766702758,113.4,697,6.54678541076052
"13245010904","Census Tract 109.04, Richmond County, Georgia","B01001_001",3586,374,14.3234323432343,5.47854785478548,80.1980198019802,3586,2017,1303,75,3586,33,0.562465142219743,0.363357501394311,0.020914668153932,0.00920245398773006,1,0,0,0,9.98966524877718,70.9650582362729,28,11.4360444206343,92.6,937,6.84268328223842
"13245010905","Census Tract 109.05, Richmond County, Georgia","B01001_001",5032,472,8.32420591456736,6.29791894852136,85.3778751369113,5032,4029,836,0,5032,58,0.800675675675676,0.166136724960254,0,0.0115262321144674,1,0,0,0,9.95479834677056,80.1558752997602,25,11.3655848770715,86.3,717,6.57507584059962
"13245010906","Census Tract 109.06, Richmond County, Georgia","B01001_001",6440,822,5.55105348460292,6.48298217179903,87.9659643435981,6440,4426,1776,16,6440,508,0.687267080745342,0.275776397515528,0.00248447204968944,0.0788819875776398,1,0,0,0,10.2989023247908,86.1148801447309,32,11.7495773663092,126.7,946,6.85224256905188
"13245011000","Census Tract 110, Richmond County, Georgia","B01001_001",1495,197,8.22510822510823,7.35930735930736,84.4155844155844,1495,984,438,0,1495,99,0.65819397993311,0.292976588628763,0,0.0662207357859532,1,0,0,0,9.7371968128147,7.52895752895753,63,12.3041063858015,220.6,586,6.37331978957701
"45003020100","Census Tract 201, Aiken County, South Carolina","B01001_001",4950,546,10.4280510018215,6.92167577413479,82.6502732240437,4950,3225,1588,5,4950,353,0.651515151515151,0.320808080808081,0.00101010101010101,0.0713131313131313,1,0,0,0,9.96815106586185,78.1006746237675,28,11.3445068133453,84.5,610,6.41345895716736
"45003020200","Census Tract 202, Aiken County, South Carolina","B01001_001",5438,580,4.91362763915547,3.07101727447217,92.0153550863724,5438,3736,1502,0,5438,124,0.687017285766826,0.276204486943729,0,0.0228025009194557,1,0,0,0,10.0601066119777,87.1660305343512,29,11.7142323216753,122.3,652,6.48004456192665
"45003020301","Census Tract 203.01, Aiken County, South Carolina","B01001_001",2336,304,4.8780487804878,10.6430155210643,84.4789356984479,2336,2067,174,14,2336,153,0.884845890410959,0.074486301369863,0.00599315068493151,0.0654965753424658,1,0,0,0,9.9493209688793,85.0402761795167,28,11.4988265405907,98.6,633,6.45047042214418
"45003020302","Census Tract 203.02, Aiken County, South Carolina","B01001_001",6281,723,7.79320987654321,20.2932098765432,71.9135802469136,6281,3049,2962,218,6281,233,0.485432256010189,0.471580958446107,0.0347078490686196,0.0370960038210476,1,0,0,0,9.73163104558994,55.0355202674467,30,11.6492030832628,114.6,690,6.5366915975913
"45003020400","Census Tract 204, Aiken County, South Carolina","B01001_001",8459,699,8.75,6.44021739130435,84.8097826086957,8459,6413,1920,47,8459,809,0.758127438231469,0.22697718406431,0.00555621231824093,0.095637782243764,1,0,0,0,10.1336067175868,71.3323883770376,29,11.8479681087818,139.8,552,6.31354804627709
